<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
AUDJPY,20010103,144000,64.23,64.23,64.23,64.23,4
AUDJPY,20010103,144100,64.23,64.23,64.22,64.22,4
AUDJPY,20010103,144200,64.22,64.23,64.22,64.23,4
AUDJPY,20010103,144300,64.24,64.25,64.24,64.25,4
AUDJPY,20010103,144400,64.25,64.25,64.25,64.25,4
AUDJPY,20010103,144500,64.25,64.25,64.25,64.25,4
AUDJPY,20010103,144600,64.25,64.26,64.25,64.25,4
AUDJPY,20010103,144700,64.26,64.26,64.26,64.26,4
AUDJPY,20010103,144800,64.25,64.25,64.25,64.25,4
AUDJPY,20010103,144900,64.25,64.26,64.25,64.26,4
AUDJPY,20010103,145000,64.26,64.27,64.26,64.27,4
AUDJPY,20010103,145100,64.26,64.27,64.26,64.27,4
AUDJPY,20010103,145200,64.28,64.28,64.28,64.28,4
AUDJPY,20010103,145300,64.28,64.29,64.25,64.25,4
AUDJPY,20010103,145400,64.25,64.26,64.24,64.24,4
AUDJPY,20010103,145500,64.24,64.25,64.24,64.25,4
AUDJPY,20010103,145600,64.25,64.26,64.24,64.26,4
AUDJPY,20010103,145700,64.27,64.28,64.27,64.28,4
AUDJPY,20010103,145800,64.28,64.33,64.28,64.33,4
AUDJPY,20010103,145900,64.33,64.33,64.33,64.33,4
AUDJPY,20010103,150000,64.33,64.34,64.32,64.32,4
AUDJPY,20010103,150100,64.32,64.32,64.32,64.32,4
AUDJPY,20010103,150200,64.31,64.31,64.31,64.31,4
AUDJPY,20010103,150300,64.31,64.31,64.31,64.31,4
AUDJPY,20010103,150400,64.31,64.32,64.31,64.32,4
AUDJPY,20010103,150500,64.32,64.32,64.32,64.32,4
AUDJPY,20010103,150600,64.32,64.35,64.32,64.35,4
AUDJPY,20010103,150700,64.34,64.35,64.34,64.35,4
AUDJPY,20010103,150800,64.35,64.35,64.34,64.34,4
AUDJPY,20010103,150900,64.34,64.35,64.34,64.35,4
AUDJPY,20010103,151000,64.36,64.38,64.36,64.38,4
AUDJPY,20010103,151100,64.39,64.40,64.39,64.39,4
AUDJPY,20010103,151200,64.39,64.39,64.38,64.38,4
AUDJPY,20010103,151300,64.37,64.38,64.37,64.38,4
AUDJPY,20010103,151400,64.38,64.38,64.38,64.38,4
AUDJPY,20010103,151500,64.38,64.40,64.38,64.40,4
AUDJPY,20010103,151600,64.41,64.42,64.41,64.42,4
AUDJPY,20010103,151700,64.41,64.41,64.40,64.41,4
AUDJPY,20010103,151800,64.41,64.41,64.40,64.41,4
AUDJPY,20010103,151900,64.41,64.44,64.41,64.44,4
AUDJPY,20010103,152000,64.43,64.43,64.42,64.42,4
AUDJPY,20010103,152100,64.43,64.44,64.43,64.43,4
AUDJPY,20010103,152200,64.42,64.43,64.42,64.42,4
AUDJPY,20010103,152300,64.42,64.43,64.42,64.43,4
AUDJPY,20010103,152400,64.42,64.42,64.40,64.40,4
AUDJPY,20010103,152500,64.40,64.40,64.40,64.40,4
AUDJPY,20010103,152600,64.40,64.40,64.40,64.40,4
AUDJPY,20010103,152700,64.39,64.39,64.38,64.38,4
AUDJPY,20010103,152800,64.38,64.39,64.37,64.38,4
AUDJPY,20010103,152900,64.38,64.38,64.38,64.38,4
AUDJPY,20010103,153000,64.38,64.38,64.36,64.36,4
AUDJPY,20010103,153100,64.37,64.37,64.36,64.37,4
AUDJPY,20010103,153200,64.37,64.38,64.36,64.37,4
AUDJPY,20010103,153300,64.37,64.37,64.36,64.36,4
AUDJPY,20010103,153400,64.35,64.35,64.34,64.34,4
AUDJPY,20010103,153500,64.34,64.34,64.34,64.34,4
AUDJPY,20010103,153600,64.35,64.35,64.35,64.35,4
AUDJPY,20010103,153700,64.34,64.36,64.34,64.36,4
AUDJPY,20010103,153800,64.37,64.37,64.36,64.36,4
AUDJPY,20010103,153900,64.38,64.38,64.38,64.38,4
AUDJPY,20010103,154000,64.37,64.39,64.37,64.39,4
AUDJPY,20010103,154100,64.38,64.38,64.36,64.36,4
AUDJPY,20010103,154200,64.37,64.37,64.36,64.36,4
AUDJPY,20010103,154300,64.37,64.37,64.36,64.36,4
AUDJPY,20010103,154400,64.34,64.34,64.34,64.34,4
AUDJPY,20010103,154500,64.35,64.35,64.35,64.35,4
AUDJPY,20010103,154600,64.36,64.36,64.34,64.34,4
AUDJPY,20010103,154700,64.33,64.33,64.32,64.32,4
AUDJPY,20010103,154800,64.32,64.32,64.31,64.31,4
AUDJPY,20010103,154900,64.30,64.30,64.28,64.30,4
AUDJPY,20010103,155000,64.31,64.32,64.30,64.30,4
AUDJPY,20010103,155100,64.31,64.32,64.31,64.32,4
AUDJPY,20010103,155200,64.32,64.33,64.32,64.32,4
AUDJPY,20010103,155300,64.33,64.33,64.30,64.30,4
AUDJPY,20010103,155400,64.30,64.30,64.30,64.30,4
AUDJPY,20010103,155500,64.30,64.30,64.30,64.30,4
AUDJPY,20010103,155600,64.31,64.31,64.31,64.31,4
AUDJPY,20010103,155700,64.31,64.33,64.31,64.33,4
AUDJPY,20010103,155800,64.34,64.35,64.34,64.34,4
AUDJPY,20010103,155900,64.34,64.34,64.33,64.33,4
AUDJPY,20010103,160000,64.33,64.33,64.31,64.31,4
AUDJPY,20010103,160100,64.32,64.32,64.32,64.32,4
AUDJPY,20010103,160200,64.32,64.33,64.32,64.33,4
AUDJPY,20010103,160300,64.33,64.33,64.33,64.33,4
AUDJPY,20010103,160400,64.33,64.33,64.29,64.29,4
AUDJPY,20010103,160500,64.28,64.28,64.27,64.28,4
AUDJPY,20010103,160600,64.29,64.30,64.29,64.29,4
AUDJPY,20010103,160700,64.29,64.29,64.29,64.29,4
AUDJPY,20010103,160800,64.30,64.32,64.30,64.32,4
AUDJPY,20010103,160900,64.32,64.33,64.31,64.33,4
AUDJPY,20010103,161000,64.33,64.33,64.33,64.33,4
AUDJPY,20010103,161100,64.33,64.33,64.32,64.33,4
AUDJPY,20010103,161200,64.33,64.35,64.33,64.35,4
AUDJPY,20010103,161300,64.35,64.35,64.33,64.33,4
AUDJPY,20010103,161400,64.32,64.32,64.30,64.30,4
AUDJPY,20010103,161500,64.31,64.31,64.31,64.31,4
AUDJPY,20010103,161600,64.31,64.31,64.30,64.31,4
AUDJPY,20010103,161700,64.31,64.32,64.31,64.32,4
AUDJPY,20010103,161800,64.32,64.33,64.32,64.33,4
AUDJPY,20010103,161900,64.33,64.33,64.33,64.33,4
AUDJPY,20010103,162000,64.33,64.33,64.33,64.33,4
AUDJPY,20010103,162100,64.33,64.35,64.32,64.35,4
AUDJPY,20010103,162200,64.35,64.35,64.34,64.34,4
AUDJPY,20010103,162300,64.33,64.33,64.31,64.31,4
AUDJPY,20010103,162400,64.31,64.32,64.30,64.31,4
AUDJPY,20010103,162500,64.31,64.31,64.31,64.31,4
AUDJPY,20010103,162600,64.31,64.31,64.30,64.30,4
AUDJPY,20010103,162700,64.29,64.30,64.29,64.30,4
AUDJPY,20010103,162800,64.30,64.30,64.29,64.30,4
AUDJPY,20010103,162900,64.30,64.32,64.30,64.31,4
AUDJPY,20010103,163000,64.31,64.31,64.31,64.31,4
AUDJPY,20010103,163100,64.31,64.31,64.30,64.30,4
AUDJPY,20010103,163200,64.30,64.30,64.30,64.30,4
AUDJPY,20010103,163300,64.30,64.31,64.30,64.31,4
AUDJPY,20010103,163400,64.31,64.32,64.31,64.32,4
AUDJPY,20010103,163500,64.31,64.31,64.31,64.31,4
AUDJPY,20010103,163600,64.30,64.36,64.30,64.33,4
AUDJPY,20010103,163700,64.32,64.32,64.30,64.30,4
AUDJPY,20010103,163800,64.30,64.34,64.30,64.34,4
AUDJPY,20010103,163900,64.35,64.36,64.33,64.33,4
AUDJPY,20010103,164000,64.31,64.31,64.27,64.30,4
AUDJPY,20010103,164100,64.33,64.34,64.33,64.34,4
AUDJPY,20010103,164200,64.34,64.34,64.34,64.34,4
AUDJPY,20010103,164300,64.34,64.34,64.26,64.26,4
AUDJPY,20010103,164400,64.28,64.37,64.28,64.37,4
AUDJPY,20010103,164500,64.37,64.37,64.34,64.36,4
AUDJPY,20010103,164600,64.35,64.38,64.35,64.38,4
AUDJPY,20010103,164700,64.38,64.38,64.36,64.36,4
AUDJPY,20010103,164800,64.37,64.37,64.37,64.37,4
AUDJPY,20010103,164900,64.38,64.38,64.38,64.38,4
AUDJPY,20010103,165000,64.38,64.38,64.38,64.38,4
AUDJPY,20010103,165100,64.38,64.38,64.38,64.38,4
AUDJPY,20010103,165200,64.41,64.41,64.38,64.38,4
AUDJPY,20010103,165300,64.38,64.40,64.38,64.39,4
AUDJPY,20010103,165400,64.40,64.42,64.40,64.41,4
AUDJPY,20010103,165500,64.42,64.42,64.42,64.42,4
AUDJPY,20010103,165600,64.42,64.42,64.42,64.42,4
AUDJPY,20010103,165700,64.42,64.42,64.42,64.42,4
AUDJPY,20010103,165800,64.42,64.42,64.42,64.42,4
AUDJPY,20010103,165900,64.42,64.42,64.42,64.42,4
AUDJPY,20010103,170000,64.42,64.42,64.42,64.42,4
AUDJPY,20010103,170100,64.42,64.42,64.41,64.41,4
AUDJPY,20010103,170200,64.41,64.41,64.41,64.41,4
AUDJPY,20010103,170300,64.41,64.41,64.41,64.41,4
AUDJPY,20010103,170400,64.41,64.42,64.41,64.42,4
AUDJPY,20010103,170500,64.41,64.41,64.41,64.41,4
AUDJPY,20010103,170600,64.40,64.40,64.40,64.40,4
AUDJPY,20010103,170700,64.40,64.40,64.39,64.39,4
AUDJPY,20010103,170800,64.39,64.42,64.39,64.41,4
AUDJPY,20010103,170900,64.41,64.41,64.41,64.41,4
AUDJPY,20010103,171000,64.41,64.41,64.41,64.41,4
AUDJPY,20010103,171100,64.41,64.41,64.41,64.41,4
AUDJPY,20010103,171200,64.41,64.41,64.41,64.41,4
AUDJPY,20010103,171300,64.41,64.41,64.40,64.40,4
AUDJPY,20010103,171400,64.39,64.39,64.38,64.38,4
AUDJPY,20010103,171500,64.38,64.38,64.38,64.38,4
AUDJPY,20010103,171600,64.38,64.38,64.38,64.38,4
AUDJPY,20010103,171700,64.38,64.38,64.36,64.36,4
AUDJPY,20010103,171800,64.33,64.33,64.33,64.33,4
AUDJPY,20010103,171900,64.33,64.33,64.33,64.33,4
AUDJPY,20010103,172000,64.33,64.33,64.33,64.33,4
AUDJPY,20010103,172100,64.33,64.33,64.33,64.33,4
AUDJPY,20010103,172200,64.33,64.33,64.32,64.32,4
AUDJPY,20010103,172300,64.32,64.32,64.32,64.32,4
AUDJPY,20010103,172400,64.31,64.31,64.31,64.31,4
AUDJPY,20010103,172500,64.31,64.32,64.31,64.32,4
AUDJPY,20010103,172600,64.32,64.35,64.32,64.35,4
AUDJPY,20010103,172700,64.35,64.35,64.34,64.34,4
AUDJPY,20010103,172800,64.34,64.34,64.33,64.33,4
AUDJPY,20010103,172900,64.34,64.34,64.33,64.33,4
AUDJPY,20010103,173000,64.36,64.36,64.36,64.36,4
AUDJPY,20010103,173100,64.35,64.35,64.33,64.33,4
AUDJPY,20010103,173200,64.33,64.33,64.33,64.33,4
AUDJPY,20010103,173300,64.33,64.35,64.33,64.35,4
AUDJPY,20010103,173400,64.41,64.41,64.41,64.41,4
AUDJPY,20010103,173500,64.41,64.41,64.41,64.41,4
AUDJPY,20010103,173600,64.40,64.40,64.40,64.40,4
AUDJPY,20010103,173700,64.41,64.41,64.40,64.40,4
AUDJPY,20010103,173800,64.41,64.42,64.41,64.42,4
AUDJPY,20010103,173900,64.43,64.44,64.43,64.44,4
AUDJPY,20010103,174000,64.44,64.44,64.44,64.44,4
AUDJPY,20010103,174100,64.44,64.45,64.44,64.45,4
AUDJPY,20010103,174200,64.45,64.45,64.45,64.45,4
AUDJPY,20010103,174300,64.45,64.45,64.44,64.45,4
AUDJPY,20010103,174400,64.44,64.44,64.42,64.44,4
AUDJPY,20010103,174500,64.43,64.43,64.42,64.42,4
AUDJPY,20010103,174600,64.36,64.36,64.36,64.36,4
AUDJPY,20010103,174700,64.36,64.36,64.36,64.36,4
AUDJPY,20010103,174800,64.33,64.35,64.33,64.35,4
AUDJPY,20010103,174900,64.35,64.35,64.35,64.35,4
AUDJPY,20010103,175000,64.35,64.35,64.35,64.35,4
AUDJPY,20010103,175100,64.35,64.35,64.35,64.35,4
AUDJPY,20010103,175200,64.35,64.36,64.34,64.36,4
AUDJPY,20010103,175300,64.36,64.36,64.36,64.36,4
AUDJPY,20010103,175400,64.36,64.37,64.36,64.37,4
AUDJPY,20010103,175500,64.38,64.39,64.38,64.39,4
AUDJPY,20010103,175600,64.38,64.39,64.38,64.39,4
AUDJPY,20010103,175700,64.36,64.36,64.36,64.36,4
AUDJPY,20010103,175800,64.36,64.36,64.34,64.34,4
AUDJPY,20010103,175900,64.32,64.32,64.31,64.32,4
AUDJPY,20010103,180000,64.32,64.32,64.31,64.31,4
AUDJPY,20010103,180100,64.30,64.30,64.29,64.29,4
AUDJPY,20010103,180200,64.29,64.29,64.29,64.29,4
AUDJPY,20010103,180300,64.28,64.28,64.28,64.28,4
AUDJPY,20010103,180400,64.29,64.30,64.29,64.30,4
AUDJPY,20010103,180500,64.30,64.30,64.30,64.30,4
AUDJPY,20010103,180600,64.29,64.29,64.26,64.27,4
AUDJPY,20010103,180700,64.27,64.27,64.27,64.27,4
AUDJPY,20010103,180800,64.27,64.28,64.27,64.28,4
AUDJPY,20010103,180900,64.28,64.28,64.28,64.28,4
AUDJPY,20010103,181000,64.29,64.29,64.24,64.24,4
AUDJPY,20010103,181100,64.23,64.25,64.23,64.24,4
AUDJPY,20010103,181200,64.23,64.23,64.22,64.22,4
AUDJPY,20010103,181300,64.23,64.23,64.20,64.20,4
AUDJPY,20010103,181400,64.19,64.19,64.18,64.18,4
AUDJPY,20010103,181500,64.18,64.18,64.18,64.18,4
AUDJPY,20010103,181600,64.20,64.20,64.18,64.18,4
AUDJPY,20010103,181700,64.18,64.18,64.18,64.18,4
AUDJPY,20010103,181800,64.19,64.21,64.18,64.18,4
AUDJPY,20010103,181900,64.17,64.17,64.16,64.16,4
AUDJPY,20010103,182000,64.17,64.17,64.16,64.16,4
AUDJPY,20010103,182100,64.17,64.17,64.16,64.16,4
AUDJPY,20010103,182200,64.17,64.17,64.16,64.16,4
AUDJPY,20010103,182300,64.17,64.17,64.16,64.16,4
AUDJPY,20010103,182400,64.22,64.22,64.22,64.22,4
AUDJPY,20010103,182500,64.24,64.27,64.24,64.27,4
AUDJPY,20010103,182600,64.28,64.28,64.27,64.27,4
AUDJPY,20010103,182700,64.26,64.26,64.25,64.25,4
AUDJPY,20010103,182800,64.26,64.26,64.26,64.26,4
AUDJPY,20010103,182900,64.28,64.29,64.28,64.29,4
AUDJPY,20010103,183000,64.29,64.29,64.28,64.28,4
AUDJPY,20010103,183100,64.23,64.23,64.23,64.23,4
AUDJPY,20010103,183200,64.24,64.26,64.24,64.26,4
AUDJPY,20010103,183300,64.25,64.25,64.22,64.23,4
AUDJPY,20010103,183400,64.24,64.26,64.24,64.25,4
AUDJPY,20010103,183500,64.25,64.25,64.21,64.21,4
AUDJPY,20010103,183600,64.20,64.20,64.18,64.18,4
AUDJPY,20010103,183700,64.18,64.18,64.18,64.18,4
AUDJPY,20010103,183800,64.17,64.17,64.12,64.12,4
AUDJPY,20010103,183900,64.11,64.11,64.08,64.08,4
AUDJPY,20010103,184000,64.07,64.07,64.06,64.06,4
AUDJPY,20010103,184100,64.06,64.06,64.06,64.06,4
AUDJPY,20010103,184200,64.05,64.05,64.03,64.03,4
AUDJPY,20010103,184300,64.03,64.03,64.03,64.03,4
AUDJPY,20010103,184400,64.02,64.02,64.00,64.00,4
AUDJPY,20010103,184500,64.00,64.00,63.99,63.99,4
AUDJPY,20010103,184600,63.98,63.98,63.94,63.95,4
AUDJPY,20010103,184700,63.96,63.98,63.96,63.97,4
AUDJPY,20010103,184800,63.96,63.96,63.85,63.85,4
AUDJPY,20010103,184900,63.84,63.84,63.82,63.83,4
AUDJPY,20010103,185000,63.84,63.87,63.84,63.87,4
AUDJPY,20010103,185100,63.88,63.94,63.88,63.94,4
AUDJPY,20010103,185200,63.95,63.95,63.89,63.90,4
AUDJPY,20010103,185300,63.95,63.95,63.89,63.90,4
AUDJPY,20010103,185400,63.88,63.88,63.85,63.85,4
AUDJPY,20010103,185500,63.85,63.85,63.85,63.85,4
AUDJPY,20010103,185600,63.86,63.86,63.85,63.85,4
AUDJPY,20010103,185700,63.84,63.84,63.83,63.83,4
AUDJPY,20010103,185800,63.83,63.84,63.83,63.84,4
AUDJPY,20010103,185900,63.85,63.86,63.85,63.85,4
AUDJPY,20010103,190000,63.84,63.84,63.82,63.82,4
AUDJPY,20010103,190100,63.81,63.81,63.81,63.81,4
AUDJPY,20010103,190200,63.81,63.81,63.81,63.81,4
AUDJPY,20010103,190300,63.81,63.81,63.81,63.81,4
AUDJPY,20010103,190400,63.77,63.77,63.74,63.77,4
AUDJPY,20010103,190500,63.78,63.78,63.76,63.76,4
AUDJPY,20010103,190600,63.78,63.78,63.76,63.76,4
AUDJPY,20010103,190700,63.74,63.74,63.74,63.74,4
AUDJPY,20010103,190800,63.74,63.74,63.74,63.74,4
AUDJPY,20010103,190900,63.73,63.73,63.73,63.73,4
AUDJPY,20010103,191000,63.73,63.73,63.73,63.73,4
AUDJPY,20010103,191100,63.76,63.77,63.76,63.77,4
AUDJPY,20010103,191200,63.77,63.77,63.77,63.77,4
AUDJPY,20010103,191300,63.77,63.77,63.77,63.77,4
AUDJPY,20010103,191400,63.75,63.75,63.75,63.75,4
AUDJPY,20010103,191500,63.76,63.79,63.76,63.79,4
AUDJPY,20010103,191600,63.80,63.80,63.80,63.80,4
AUDJPY,20010103,191700,63.80,63.80,63.80,63.80,4
AUDJPY,20010103,191800,63.80,63.80,63.79,63.79,4
AUDJPY,20010103,191900,63.74,63.74,63.73,63.73,4
AUDJPY,20010103,192000,63.74,63.74,63.73,63.73,4
AUDJPY,20010103,192100,63.74,63.74,63.73,63.73,4
AUDJPY,20010103,192200,63.74,63.74,63.73,63.73,4
AUDJPY,20010103,192300,63.74,63.74,63.73,63.73,4
AUDJPY,20010103,192400,63.74,63.74,63.73,63.73,4
AUDJPY,20010103,192500,63.59,63.59,63.59,63.59,4
AUDJPY,20010103,192600,63.60,63.60,63.59,63.59,4
AUDJPY,20010103,192700,63.60,63.60,63.59,63.59,4
AUDJPY,20010103,192800,63.60,63.60,63.59,63.59,4
AUDJPY,20010103,192900,63.46,63.47,63.46,63.47,4
AUDJPY,20010103,193000,63.46,63.46,63.46,63.46,4
AUDJPY,20010103,193100,63.45,63.45,63.44,63.44,4
AUDJPY,20010103,193200,63.43,63.49,63.43,63.47,4
AUDJPY,20010103,193300,63.45,63.45,63.45,63.45,4
AUDJPY,20010103,193400,63.42,63.42,63.42,63.42,4
AUDJPY,20010103,193500,63.42,63.42,63.42,63.42,4
AUDJPY,20010103,193600,63.40,63.40,63.40,63.40,4
AUDJPY,20010103,193700,63.41,63.41,63.40,63.40,4
AUDJPY,20010103,193800,63.40,63.40,63.40,63.40,4
AUDJPY,20010103,193900,63.41,63.48,63.41,63.48,4
AUDJPY,20010103,194000,63.48,63.48,63.46,63.46,4
AUDJPY,20010103,194100,63.46,63.46,63.46,63.46,4
AUDJPY,20010103,194200,63.46,63.46,63.45,63.45,4
AUDJPY,20010103,194300,63.45,63.45,63.42,63.43,4
AUDJPY,20010103,194400,63.44,63.44,63.44,63.44,4
AUDJPY,20010103,194500,63.44,63.44,63.44,63.44,4
AUDJPY,20010103,194600,63.44,63.44,63.43,63.43,4
AUDJPY,20010103,194700,63.42,63.42,63.42,63.42,4
AUDJPY,20010103,194800,63.40,63.40,63.40,63.40,4
AUDJPY,20010103,194900,63.39,63.39,63.37,63.37,4
AUDJPY,20010103,195000,63.39,63.39,63.37,63.37,4
AUDJPY,20010103,195100,63.35,63.35,63.26,63.26,4
AUDJPY,20010103,195200,63.25,63.25,63.25,63.25,4
AUDJPY,20010103,195300,63.25,63.26,63.25,63.26,4
AUDJPY,20010103,195400,63.26,63.31,63.26,63.31,4
AUDJPY,20010103,195500,63.26,63.31,63.26,63.31,4
AUDJPY,20010103,195600,63.29,63.32,63.29,63.32,4
AUDJPY,20010103,195700,63.33,63.33,63.33,63.33,4
AUDJPY,20010103,195800,63.32,63.32,63.32,63.32,4
AUDJPY,20010103,195900,63.32,63.32,63.32,63.32,4
AUDJPY,20010103,200000,63.32,63.32,63.32,63.32,4
AUDJPY,20010103,200100,63.32,63.32,63.32,63.32,4
AUDJPY,20010103,200200,63.32,63.32,63.32,63.32,4
AUDJPY,20010103,200300,63.32,63.32,63.32,63.32,4
AUDJPY,20010103,200400,63.32,63.32,63.32,63.32,4
AUDJPY,20010103,200500,63.32,63.32,63.32,63.32,4
AUDJPY,20010103,200600,63.32,63.32,63.32,63.32,4
AUDJPY,20010103,200700,63.32,63.32,63.32,63.32,4
AUDJPY,20010103,200800,63.33,63.33,63.33,63.33,4
AUDJPY,20010103,200900,63.33,63.33,63.33,63.33,4
AUDJPY,20010103,201000,63.27,63.27,63.27,63.27,4
AUDJPY,20010103,201100,63.27,63.27,63.27,63.27,4
AUDJPY,20010103,201200,63.27,63.28,63.27,63.28,4
AUDJPY,20010103,201300,63.28,63.28,63.28,63.28,4
AUDJPY,20010103,201400,63.24,63.25,63.24,63.25,4
AUDJPY,20010103,201500,63.26,63.27,63.26,63.27,4
AUDJPY,20010103,201600,63.26,63.26,63.25,63.25,4
AUDJPY,20010103,201700,63.26,63.26,63.25,63.25,4
AUDJPY,20010103,201800,63.26,63.26,63.25,63.25,4
AUDJPY,20010103,201900,63.22,63.22,63.22,63.22,4
AUDJPY,20010103,202000,63.22,63.22,63.22,63.22,4
AUDJPY,20010103,202100,63.22,63.22,63.22,63.22,4
AUDJPY,20010103,202200,63.16,63.16,63.16,63.16,4
AUDJPY,20010103,202300,63.16,63.16,63.16,63.16,4
AUDJPY,20010103,202400,63.16,63.16,63.16,63.16,4
AUDJPY,20010103,202500,63.15,63.15,63.15,63.15,4
AUDJPY,20010103,202600,63.14,63.14,63.13,63.13,4
AUDJPY,20010103,202700,63.13,63.13,63.12,63.12,4
AUDJPY,20010103,202800,63.13,63.13,63.12,63.12,4
AUDJPY,20010103,202900,63.04,63.04,63.04,63.04,4
AUDJPY,20010103,203000,63.05,63.05,63.05,63.05,4
AUDJPY,20010103,203100,63.05,63.05,63.05,63.05,4
AUDJPY,20010103,203200,63.05,63.05,63.05,63.05,4
AUDJPY,20010103,203300,63.05,63.05,63.05,63.05,4
AUDJPY,20010103,203400,63.05,63.05,63.05,63.05,4
AUDJPY,20010103,203500,63.05,63.05,63.05,63.05,4
AUDJPY,20010103,203600,63.07,63.08,63.07,63.08,4
AUDJPY,20010103,203700,63.09,63.10,63.09,63.10,4
AUDJPY,20010103,203800,63.11,63.11,63.11,63.11,4
AUDJPY,20010103,203900,63.11,63.11,63.11,63.11,4
AUDJPY,20010103,204000,63.11,63.11,63.11,63.11,4
AUDJPY,20010103,204100,63.12,63.12,63.12,63.12,4
AUDJPY,20010103,204200,63.13,63.14,63.13,63.14,4
AUDJPY,20010103,204300,63.15,63.16,63.15,63.16,4
AUDJPY,20010103,204400,63.15,63.16,63.15,63.16,4
AUDJPY,20010103,204500,63.15,63.16,63.15,63.16,4
AUDJPY,20010103,204600,63.15,63.16,63.15,63.16,4
AUDJPY,20010103,204700,63.15,63.16,63.15,63.16,4
AUDJPY,20010103,204800,63.15,63.16,63.15,63.16,4
AUDJPY,20010103,204900,63.16,63.16,63.16,63.16,4
AUDJPY,20010103,205000,63.16,63.16,63.15,63.15,4
AUDJPY,20010103,205100,63.15,63.15,63.15,63.15,4
AUDJPY,20010103,205200,63.15,63.15,63.15,63.15,4
AUDJPY,20010103,205300,63.15,63.15,63.15,63.15,4
AUDJPY,20010103,205400,63.15,63.15,63.15,63.15,4
AUDJPY,20010103,205500,63.15,63.15,63.15,63.15,4
AUDJPY,20010103,205600,63.15,63.15,63.15,63.15,4
AUDJPY,20010103,205700,63.15,63.15,63.15,63.15,4
AUDJPY,20010103,205800,63.15,63.15,63.15,63.15,4
AUDJPY,20010103,205900,63.15,63.15,63.15,63.15,4
AUDJPY,20010103,210000,63.15,63.15,63.15,63.15,4
AUDJPY,20010103,210100,63.15,63.15,63.15,63.15,4
AUDJPY,20010103,210200,63.15,63.15,63.15,63.15,4
AUDJPY,20010103,210300,63.16,63.16,63.16,63.16,4
AUDJPY,20010103,210400,63.16,63.16,63.16,63.16,4
AUDJPY,20010103,210500,63.16,63.17,63.16,63.17,4
AUDJPY,20010103,210600,63.18,63.19,63.18,63.19,4
AUDJPY,20010103,210700,63.19,63.19,63.19,63.19,4
AUDJPY,20010103,210800,63.19,63.19,63.19,63.19,4
AUDJPY,20010103,210900,63.19,63.19,63.19,63.19,4
AUDJPY,20010103,211000,63.18,63.20,63.18,63.20,4
AUDJPY,20010103,211100,63.20,63.20,63.19,63.19,4
AUDJPY,20010103,211200,63.19,63.20,63.19,63.20,4
AUDJPY,20010103,211300,63.20,63.20,63.20,63.20,4
AUDJPY,20010103,211400,63.19,63.20,63.19,63.20,4
AUDJPY,20010103,211500,63.19,63.19,63.15,63.15,4
AUDJPY,20010103,211600,63.14,63.14,63.14,63.14,4
AUDJPY,20010103,211700,63.14,63.14,63.14,63.14,4
AUDJPY,20010103,211800,63.14,63.15,63.14,63.15,4
AUDJPY,20010103,211900,63.15,63.15,63.15,63.15,4
AUDJPY,20010103,212000,63.15,63.15,63.14,63.14,4
AUDJPY,20010103,212100,63.14,63.15,63.14,63.15,4
AUDJPY,20010103,212200,63.15,63.15,63.15,63.15,4
AUDJPY,20010103,212300,63.15,63.15,63.15,63.15,4
AUDJPY,20010103,212400,63.15,63.15,63.15,63.15,4
AUDJPY,20010103,212500,63.15,63.15,63.14,63.14,4
AUDJPY,20010103,212600,63.15,63.15,63.14,63.14,4
AUDJPY,20010103,212700,63.14,63.15,63.14,63.15,4
AUDJPY,20010103,212800,63.15,63.15,63.13,63.13,4
AUDJPY,20010103,212900,63.13,63.13,63.13,63.13,4
AUDJPY,20010103,213000,63.12,63.12,63.12,63.12,4
AUDJPY,20010103,213100,63.12,63.12,63.12,63.12,4
AUDJPY,20010103,213200,63.11,63.11,63.11,63.11,4
AUDJPY,20010103,213300,63.12,63.12,63.12,63.12,4
AUDJPY,20010103,213400,63.12,63.12,63.12,63.12,4
AUDJPY,20010103,213500,63.12,63.12,63.12,63.12,4
AUDJPY,20010103,213600,63.11,63.11,63.11,63.11,4
AUDJPY,20010103,213700,63.10,63.10,63.10,63.10,4
AUDJPY,20010103,213800,63.10,63.10,63.10,63.10,4
AUDJPY,20010103,213900,63.10,63.10,63.10,63.10,4
AUDJPY,20010103,214000,63.10,63.12,63.10,63.12,4
AUDJPY,20010103,214100,63.10,63.12,63.10,63.12,4
AUDJPY,20010103,214200,63.12,63.12,63.10,63.10,4
AUDJPY,20010103,214300,63.10,63.10,63.10,63.10,4
AUDJPY,20010103,214400,63.10,63.10,63.10,63.10,4
AUDJPY,20010103,214500,63.10,63.10,63.09,63.09,4
AUDJPY,20010103,214600,63.10,63.10,63.09,63.09,4
AUDJPY,20010103,214700,63.10,63.10,63.09,63.09,4
AUDJPY,20010103,214800,63.10,63.10,63.09,63.09,4
AUDJPY,20010103,214900,63.12,63.13,63.12,63.13,4
AUDJPY,20010103,215000,63.14,63.15,63.14,63.15,4
AUDJPY,20010103,215100,63.15,63.15,63.13,63.13,4
AUDJPY,20010103,215200,63.13,63.14,63.13,63.14,4
AUDJPY,20010103,215300,63.14,63.14,63.14,63.14,4
AUDJPY,20010103,215400,63.14,63.14,63.14,63.14,4
